epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,22.4727,0.50714,1.18838,3.78364,0.96727,0,0.01329,0.64447,0.10384,0.09128,0.01589,0.65695,0.10741,0.09549,0.46801,0.82303,3.50306,0.89846,0,0.00013635,4.545e-05,0.00013635,4.545e-05,0.00013635,4.545e-05,0.00013635,4.545e-05
2,24.336,0.51013,1.42153,3.80191,0.95855,0,0.02249,0.60902,0.10718,0.09619,0.02239,0.60647,0.10925,0.10009,0.4604,0.81166,3.49896,0.89675,0,0.000299911,9.99702e-05,0.000299911,9.99702e-05,0.000299911,9.99702e-05,0.000299911,9.99702e-05
3,26.0679,0.48069,1.32508,3.7498,0.96455,0,0.02966,0.60902,0.10073,0.09476,0.02954,0.60647,0.10101,0.09858,0.43928,0.78492,3.48911,0.89405,0,0.000463406,0.000154469,0.000463406,0.000154469,0.000463406,0.000154469,0.000463406,0.000154469
4,27.4796,0.46076,1.08475,3.73379,0.92625,0,0.03514,0.62688,0.11935,0.11315,0.03501,0.62433,0.11921,0.11759,0.41039,0.74415,3.48018,0.88788,0,0.000626837,0.000208946,0.000626837,0.000208946,0.000626837,0.000208946,0.000626837,0.000208946
5,28.9027,0.42644,1.1023,3.69412,0.91653,0,0.02802,0.62905,0.11691,0.11031,0.03159,0.61617,0.11925,0.11528,0.39419,0.70428,3.4597,0.88256,0,0.000790204,0.000263401,0.000790204,0.000263401,0.000790204,0.000263401,0.000790204,0.000263401
6,30.3185,0.43153,0.97587,3.70508,0.91542,0,0.02886,0.6677,0.1241,0.11711,0.03606,0.70059,0.13089,0.1241,0.38465,0.6612,3.44924,0.87865,0,0.000953505,0.000317835,0.000953505,0.000317835,0.000953505,0.000317835,0.000953505,0.000317835
7,31.7412,0.38906,0.75046,3.66213,0.90396,0,0.02755,0.70314,0.15255,0.13893,0.03016,0.72852,0.17642,0.14951,0.38745,0.63715,3.42823,0.87802,0,0.00111674,0.000372247,0.00111674,0.000372247,0.00111674,0.000372247,0.00111674,0.000372247
8,33.6134,0.3813,1.1506,3.58134,0.88657,0,0.02454,0.72852,0.1708,0.1565,0.02454,0.72852,0.17138,0.16048,0.38435,0.62639,3.41212,0.87335,0,0.00127991,0.000426638,0.00127991,0.000426638,0.00127991,0.000426638,0.00127991,0.000426638
9,35.0372,0.37091,0.91753,3.53088,0.89901,0,0.02368,0.77148,0.19263,0.16759,0.02454,0.78934,0.19357,0.16975,0.38553,0.61889,3.37549,0.87623,0,0.00144302,0.000481007,0.00144302,0.000481007,0.00144302,0.000481007,0.00144302,0.000481007
10,36.6195,0.38013,0.76756,3.45184,0.8793,0,0.02199,0.77645,0.18827,0.16977,0.02321,0.78397,0.19354,0.17442,0.39369,0.61625,3.36834,0.87502,0,0.00160606,0.000535354,0.00160606,0.000535354,0.00160606,0.000535354,0.00160606,0.000535354
11,37.8907,0.39201,0.80488,3.38064,0.9017,0,0.019,0.79686,0.19796,0.18107,0.02093,0.8119,0.20321,0.18807,0.40557,0.62627,3.35051,0.87687,0,0.00176904,0.00058968,0.00176904,0.00058968,0.00176904,0.00058968,0.00176904,0.00058968
12,39.1572,0.34887,0.50368,3.32018,0.87372,0,0.01905,0.84264,0.19843,0.18724,0.01989,0.85016,0.20224,0.19184,0.41059,0.6173,3.31672,0.88228,0,0.00193195,0.000643984,0.00193195,0.000643984,0.00193195,0.000643984,0.00193195,0.000643984
13,40.4322,0.37616,0.58983,3.25041,0.88211,0,0.01708,0.84264,0.19891,0.19027,0.01779,0.85016,0.20043,0.19272,0.39756,0.60223,3.26879,0.8783,0,0.0020948,0.000698267,0.0020948,0.000698267,0.0020948,0.000698267,0.0020948,0.000698267
14,41.7046,0.33784,0.60735,3.16381,0.86259,0,0.01669,0.86802,0.20812,0.19869,0.0177,0.89339,0.2095,0.20173,0.41357,0.60814,3.19891,0.87293,0,0.00225758,0.000752528,0.00225758,0.000752528,0.00225758,0.000752528,0.00225758,0.000752528
15,42.8171,0.37256,0.77294,3.10917,0.88882,0,0.01558,0.87554,0.2149,0.20661,0.01647,0.90091,0.21485,0.20749,0.40509,0.61638,3.14105,0.86771,0,0.0024203,0.000806767,0.0024203,0.000806767,0.0024203,0.000806767,0.0024203,0.000806767
16,44.0909,0.38383,0.6134,3.02027,0.87656,0,0.81364,0.04834,0.28766,0.27542,0.81364,0.04834,0.28735,0.27377,0.41154,0.61483,2.96863,0.86078,0,0.00258296,0.000860985,0.00258296,0.000860985,0.00258296,0.000860985,0.00258296,0.000860985
17,45.2025,0.35148,0.5277,2.82876,0.86044,0,0.80895,0.07742,0.32739,0.31438,0.80895,0.07742,0.32679,0.31358,0.41189,0.62662,2.85884,0.86886,0,0.00271836,0.00090612,0.00271836,0.00090612,0.00271836,0.00090612,0.00271836,0.00090612
