epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,2.92424,0.45962,3.53187,7.23248,0.00777,12.8229,0.00911,0.56429,0.05746,0.05746,0.00382,0.53571,0.05392,0.04902,0.10837,2.19962,3.16006,0.00231,0,0.0027,0.0009,0.0027,0.0009,0.0027,0.0009,0.0027,0.0009
2,7.20208,0.34937,2.71184,6.78679,0.00568,6.34702,0.00517,0.57143,0.12997,0.12729,0.00517,0.57143,0.12997,0.12997,0.15163,0.95624,3.15924,0.00345,0,0.00569887,0.00189962,0.00569887,0.00189962,0.00569887,0.00189962,0.00569887,0.00189962
3,10.7062,0.35366,1.78103,6.50528,0.00545,3.71839,0.14811,0.58929,0.15717,0.15717,0.14811,0.58929,0.15717,0.15717,0.13748,0.38789,3.16364,0.00299,0,0.00869655,0.00289885,0.00869655,0.00289885,0.00869655,0.00289885,0.00869655,0.00289885
4,14.0126,0.38479,1.32408,6.72865,0.00629,3.21793,0.02269,0.87619,0.16735,0.16168,0.02269,0.87619,0.16774,0.16774,0.14931,0.38761,3.25264,0.00343,0,0.0116931,0.00389768,0.0116931,0.00389768,0.0116931,0.00389768,0.0116931,0.00389768
5,17.3024,0.40272,0.95766,6.61205,0.00696,2.4697,0.00891,1,0.25977,0.25618,0.00891,1,0.25977,0.25977,0.18206,0.20963,3.25412,0.00422,0,0.0146884,0.00489612,0.0146884,0.00489612,0.0146884,0.00489612,0.0146884,0.00489612
6,20.3968,0.42679,0.97561,6.06661,0.00679,2.12954,0.00568,1,0.44261,0.36397,0.00568,1,0.44261,0.43216,0.65287,0.62112,3.21087,0.01542,0,0.0176825,0.00589416,0.0176825,0.00589416,0.0176825,0.00589416,0.0176825,0.00589416
7,23.3313,0.52574,0.9312,5.54175,0.00861,1.91446,0.00523,1,0.40926,0.36713,0.00523,1,0.40577,0.40535,0.36053,0.74153,3.16029,0.00876,0,0.0206754,0.0068918,0.0206754,0.0068918,0.0206754,0.0068918,0.0206754,0.0068918
8,26.1645,0.55405,1.07075,5.66235,0.01032,1.74829,0.00427,1,0.54562,0.42893,0.00427,1,0.54562,0.51428,0.58605,0.5535,3.56784,0.01437,0,0.0236672,0.00788905,0.0236672,0.00788905,0.0236672,0.00788905,0.0236672,0.00788905
9,28.9908,0.61914,0.99768,5.15938,0.01035,1.52632,0.79896,0.28571,0.62847,0.53613,0.79896,0.28571,0.62847,0.62279,0.47097,0.28105,3.2194,0.01129,0,0.0266577,0.0088859,0.0266577,0.0088859,0.0266577,0.0088859,0.0266577,0.0088859
10,31.8353,0.63709,0.81866,4.8756,0.01165,1.31483,0.90931,0.24411,0.60026,0.49461,0.90931,0.24411,0.60026,0.57834,0.62076,0.42386,3.07312,0.01474,0,0.0296471,0.00988236,0.0296471,0.00988236,0.0296471,0.00988236,0.0296471,0.00988236
11,34.432,0.6201,0.8287,4.83384,0.00977,1.33248,0.60125,0.34048,0.66399,0.582,0.60125,0.34048,0.66399,0.65154,0.66819,0.31376,2.40284,0.01649,0,0.0299406,0.0099802,0.0299406,0.0099802,0.0299406,0.0099802,0.0299406,0.0099802
12,37.3907,0.58762,0.96883,4.19311,0.01066,1.23669,0.55763,0.52655,0.67916,0.58959,0.55763,0.52655,0.67916,0.66552,0.69411,0.26991,1.84476,0.01729,0,0.0299347,0.00997822,0.0299347,0.00997822,0.0299347,0.00997822,0.0299347,0.00997822
13,39.9745,0.63058,0.83141,4.08934,0.01093,1.02721,0.44467,0.65897,0.71795,0.62803,0.44467,0.65897,0.71795,0.69373,0.72168,0.35125,1.89115,0.01714,0,0.0299287,0.00997624,0.0299287,0.00997624,0.0299287,0.00997624,0.0299287,0.00997624
14,42.771,0.64793,1.02716,3.73771,0.0103,1.13593,0.64906,0.57433,0.6955,0.63628,0.64906,0.57433,0.6955,0.68588,0.52288,0.44463,1.51611,0.01297,0,0.0299228,0.00997426,0.0299228,0.00997426,0.0299228,0.00997426,0.0299228,0.00997426
15,45.3663,0.63689,0.8944,3.79004,0.01166,1.14356,0.43696,0.59492,0.62254,0.55235,0.43696,0.59492,0.62254,0.61689,0.61065,0.44099,1.56648,0.01521,0,0.0299168,0.00997228,0.0299168,0.00997228,0.0299168,0.00997228,0.0299168,0.00997228
16,48.1869,0.64722,1.05025,3.60795,0.01172,1.04618,0.60315,0.4715,0.5442,0.49602,0.60315,0.4715,0.5442,0.54199,0.50306,0.55863,1.42045,0.01169,0,0.0299109,0.0099703,0.0299109,0.0099703,0.0299109,0.0099703,0.0299109,0.0099703
17,50.8807,0.56484,1.00055,3.24197,0.00939,1.05207,0.61726,0.61518,0.70073,0.62961,0.61726,0.61518,0.70073,0.70034,0.52109,0.43454,1.36202,0.01292,0,0.029905,0.00996832,0.029905,0.00996832,0.029905,0.00996832,0.029905,0.00996832
18,53.6977,0.64407,1.08873,3.12454,0.01029,1.12368,0.65971,0.71337,0.79754,0.72334,0.65971,0.71337,0.79754,0.78058,0.4951,0.60984,1.23655,0.012,0,0.029899,0.00996634,0.029899,0.00996634,0.029899,0.00996634,0.029899,0.00996634
19,56.2739,0.52632,1.15776,3.08542,0.00819,1.15243,0.78998,0.45482,0.61159,0.57555,0.78998,0.45482,0.61159,0.61159,0.38764,0.5277,1.33099,0.00909,0,0.0298931,0.00996436,0.0298931,0.00996436,0.0298931,0.00996436,0.0298931,0.00996436
20,59.0654,0.63472,0.99679,2.91313,0.01076,1.12154,0.53772,0.67968,0.57394,0.54649,0.53772,0.67968,0.57335,0.56542,0.37335,0.67123,1.34774,0.00871,0,0.0298871,0.00996238,0.0298871,0.00996238,0.0298871,0.00996238,0.0298871,0.00996238
21,61.6522,0.58861,0.88406,2.65751,0.00916,0.92122,0.57816,0.55482,0.66451,0.58774,0.57816,0.55482,0.66451,0.66451,0.59807,0.34861,1.38186,0.01471,0,0.0298812,0.0099604,0.0298812,0.0099604,0.0298812,0.0099604,0.0298812,0.0099604
22,64.6054,0.65847,0.98992,2.58566,0.01151,0.86914,0.58671,0.77738,0.76913,0.7061,0.58671,0.77738,0.76913,0.73823,0.42661,1.10322,1.08849,0.01031,0,0.0298753,0.00995842,0.0298753,0.00995842,0.0298753,0.00995842,0.0298753,0.00995842
23,67.1823,0.578,0.85679,2.68819,0.00995,0.90207,0.63922,0.60008,0.66829,0.56099,0.63922,0.60008,0.66829,0.64726,0.71554,0.40024,1.23525,0.0176,0,0.0298693,0.00995644,0.0298693,0.00995644,0.0298693,0.00995644,0.0298693,0.00995644
24,70.018,0.66531,0.78392,2.62573,0.01298,1.05327,0.4208,0.49066,0.52695,0.46286,0.4208,0.49066,0.52695,0.52287,0.56646,0.24475,1.50768,0.0139,0,0.0298634,0.00995446,0.0298634,0.00995446,0.0298634,0.00995446,0.0298634,0.00995446
25,72.6081,0.56564,0.85183,2.43211,0.00897,1.06825,0.68233,0.77947,0.86377,0.7654,0.68233,0.77947,0.86377,0.85462,0.56534,0.66402,0.96151,0.01422,0,0.0298574,0.00995248,0.0298574,0.00995248,0.0298574,0.00995248,0.0298574,0.00995248
26,75.4236,0.5937,0.83599,2.4042,0.01065,0.90428,0.58835,0.38571,0.5145,0.44312,0.56832,0.36786,0.49527,0.48925,0.66613,0.98626,2.11341,0.01582,0,0.0298515,0.0099505,0.0298515,0.0099505,0.0298515,0.0099505,0.0298515,0.0099505
27,78.1271,0.62143,1.03147,2.23875,0.01068,0.83035,0.62337,0.7298,0.72271,0.63059,0.62337,0.7298,0.72098,0.71376,0.59086,0.63424,1.47345,0.01375,0,0.0298456,0.00994852,0.0298456,0.00994852,0.0298456,0.00994852,0.0298456,0.00994852
28,80.9548,0.58625,0.94878,2.16801,0.00951,0.95141,0.74267,0.35833,0.64109,0.54812,0.74267,0.35833,0.64125,0.63044,0.73627,0.80929,1.79792,0.01803,0,0.0298396,0.00994654,0.0298396,0.00994654,0.0298396,0.00994654,0.0298396,0.00994654
29,83.5455,0.58194,0.76801,2.02887,0.00975,0.76879,0.70557,0.36376,0.62362,0.56746,0.70557,0.36376,0.62601,0.59848,0.55475,1.17125,1.78961,0.01319,0,0.0298337,0.00994456,0.0298337,0.00994456,0.0298337,0.00994456,0.0298337,0.00994456
30,86.3779,0.51126,0.96663,1.9027,0.00762,0.82835,0.70962,0.52783,0.69665,0.60128,0.70962,0.52783,0.69665,0.68543,0.69347,0.85018,1.30146,0.01603,0,0.0298277,0.00994258,0.0298277,0.00994258,0.0298277,0.00994258,0.0298277,0.00994258
31,88.9656,0.56012,0.88711,1.89356,0.00908,0.87133,0.62327,0.58308,0.64005,0.55807,0.62327,0.58308,0.64005,0.61882,0.63656,1.02328,1.36709,0.01485,0,0.0298218,0.0099406,0.0298218,0.0099406,0.0298218,0.0099406,0.0298218,0.0099406
32,91.9141,0.5967,0.83759,1.8145,0.00999,0.73813,0.66701,0.77619,0.81423,0.65998,0.66701,0.77619,0.81423,0.81105,0.82165,0.24538,0.93068,0.01988,0,0.0298159,0.00993862,0.0298159,0.00993862,0.0298159,0.00993862,0.0298159,0.00993862
33,94.4916,0.5914,0.8739,1.74825,0.01015,0.89295,0.85917,0.74795,0.87827,0.81367,0.85917,0.74795,0.87827,0.87503,0.38305,0.33896,0.69888,0.00953,0,0.0298099,0.00993664,0.0298099,0.00993664,0.0298099,0.00993664,0.0298099,0.00993664
34,97.3247,0.59814,0.69911,1.64789,0.01011,0.64613,0.68774,0.78262,0.85934,0.74776,0.68774,0.78262,0.85934,0.8583,0.61698,0.30066,0.82042,0.01579,0,0.029804,0.00993466,0.029804,0.00993466,0.029804,0.00993466,0.029804,0.00993466
35,99.8991,0.61455,0.78021,1.58293,0.01036,0.77675,0.69641,0.7706,0.84901,0.75045,0.69641,0.7706,0.84901,0.84901,0.61118,0.16349,0.88893,0.01533,0,0.029798,0.00993268,0.029798,0.00993268,0.029798,0.00993268,0.029798,0.00993268
36,102.707,0.60542,0.80648,1.58699,0.01097,0.63002,0.79747,0.80781,0.89612,0.8216,0.79747,0.80781,0.89612,0.89612,0.37037,0.18607,0.71626,0.00922,0,0.0297921,0.0099307,0.0297921,0.0099307,0.0297921,0.0099307,0.0297921,0.0099307
37,105.28,0.55369,0.80221,1.46539,0.00894,0.53307,0.72674,0.74369,0.91258,0.84509,0.72674,0.74369,0.91258,0.91258,0.42517,0.19076,0.79749,0.01023,0,0.0297862,0.00992872,0.0297862,0.00992872,0.0297862,0.00992872,0.0297862,0.00992872
38,108.229,0.5824,0.59545,1.37471,0.00992,0.48325,0.86332,0.68327,0.90978,0.80741,0.86332,0.68327,0.90978,0.90638,0.58049,0.19207,0.95168,0.01465,0,0.0297802,0.00992674,0.0297802,0.00992674,0.0297802,0.00992674,0.0297802,0.00992674
39,110.81,0.53479,0.72841,1.44981,0.00852,0.52915,0.78802,0.92395,0.97274,0.81443,0.78802,0.92395,0.97274,0.97274,0.745,0.25005,0.56246,0.01886,0,0.0297743,0.00992476,0.0297743,0.00992476,0.0297743,0.00992476,0.0297743,0.00992476
40,113.639,0.65539,0.66672,1.40247,0.01023,0.59297,0.82064,0.86182,0.95148,0.8657,0.82064,0.86182,0.95148,0.947,0.4572,0.20238,0.66383,0.01073,0,0.0297683,0.00992278,0.0297683,0.00992278,0.0297683,0.00992278,0.0297683,0.00992278
41,116.228,0.5725,0.69222,1.37317,0.00898,0.70253,0.8278,0.79298,0.95877,0.87084,0.8278,0.79298,0.95877,0.95174,0.51964,0.40628,0.60825,0.01178,0,0.0297624,0.0099208,0.0297624,0.0099208,0.0297624,0.0099208,0.0297624,0.0099208
42,119.056,0.51268,0.70188,1.43856,0.00804,0.65422,0.66566,0.83832,0.77907,0.63112,0.66566,0.83832,0.77907,0.77536,0.8862,0.19506,0.92937,0.02375,0,0.0297565,0.00991882,0.0297565,0.00991882,0.0297565,0.00991882,0.0297565,0.00991882
43,121.743,0.57238,0.6266,1.43792,0.00933,0.78476,0.72116,0.77716,0.81381,0.69264,0.72116,0.77716,0.81381,0.81381,0.70935,0.15908,1.17761,0.01701,0,0.0297505,0.00991684,0.0297505,0.00991684,0.0297505,0.00991684,0.0297505,0.00991684
