epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,1.4446,0.52364,1.16944,3.77267,0.98661,0,0.01222,0.63695,0.1213,0.10732,0.01489,0.64944,0.12445,0.10682,0.46184,0.83028,3.49833,0.89584,0,0.00013635,4.545e-05,0.00013635,4.545e-05,0.00013635,4.545e-05,0.00013635,4.545e-05
2,3.21133,0.47524,1.58349,3.75884,0.94142,0,0.02204,0.62688,0.09193,0.08274,0.02193,0.62433,0.09268,0.0848,0.45097,0.83339,3.49492,0.89364,0,0.000299911,9.99702e-05,0.000299911,9.99702e-05,0.000299911,9.99702e-05,0.000299911,9.99702e-05
3,4.94301,0.4899,1.25342,3.75401,0.96779,0,0.02648,0.61936,0.1091,0.10168,0.02635,0.61681,0.10938,0.10538,0.43544,0.78515,3.47859,0.88927,0,0.000463406,0.000154469,0.000463406,0.000154469,0.000463406,0.000154469,0.000463406,0.000154469
4,6.35651,0.46234,1.08049,3.70204,0.94001,0,0.03009,0.61936,0.09552,0.09144,0.02995,0.61681,0.09569,0.09382,0.42755,0.75416,3.45622,0.88748,0,0.000626837,0.000208946,0.000626837,0.000208946,0.000626837,0.000208946,0.000626837,0.000208946
5,7.77173,0.42504,1.20381,3.71579,0.93693,0,0.02902,0.66987,0.10916,0.10204,0.03288,0.67739,0.11197,0.1078,0.3995,0.72356,3.441,0.87907,0,0.000790204,0.000263401,0.000790204,0.000263401,0.000790204,0.000263401,0.000790204,0.000263401
6,9.18497,0.44144,0.88564,3.73575,0.92741,0,0.03087,0.68491,0.1347,0.12691,0.03391,0.69243,0.1372,0.13431,0.3852,0.68521,3.42222,0.87798,0,0.000953505,0.000317835,0.000953505,0.000317835,0.000953505,0.000317835,0.000953505,0.000317835
7,10.7683,0.35776,0.72262,3.61229,0.88949,0,0.0292,0.72355,0.15719,0.14584,0.03186,0.74893,0.16485,0.15148,0.39142,0.66079,3.40957,0.87593,0,0.00111674,0.000372247,0.00111674,0.000372247,0.00111674,0.000372247,0.00111674,0.000372247
8,12.0454,0.40797,1.00096,3.61417,0.88682,0,0.02407,0.74893,0.16367,0.15207,0.02584,0.75644,0.17131,0.15799,0.39464,0.63615,3.39679,0.87627,0,0.00127991,0.000426638,0.00127991,0.000426638,0.00127991,0.000426638,0.00127991,0.000426638
9,13.4639,0.37818,0.85933,3.5413,0.89881,0,0.02476,0.79189,0.19297,0.1663,0.02476,0.79189,0.1945,0.17326,0.38947,0.59921,3.36775,0.87387,0,0.00144302,0.000481007,0.00144302,0.000481007,0.00144302,0.000481007,0.00144302,0.000481007
10,14.7261,0.40351,0.99499,3.50174,0.89319,0,0.02247,0.79941,0.17979,0.16066,0.02365,0.80693,0.18193,0.16619,0.38167,0.59967,3.34626,0.8744,0,0.00160606,0.000535354,0.00160606,0.000535354,0.00160606,0.000535354,0.00160606,0.000535354
11,15.9888,0.40121,0.79879,3.40153,0.89866,0,0.02213,0.83512,0.17817,0.15949,0.02322,0.84264,0.18077,0.16273,0.38208,0.59414,3.33099,0.87066,0,0.00176904,0.00058968,0.00176904,0.00058968,0.00176904,0.00058968,0.00176904,0.00058968
12,17.237,0.35672,0.64165,3.34325,0.87432,0,0.01958,0.83512,0.19579,0.17955,0.02145,0.85016,0.20007,0.18511,0.40499,0.60669,3.30535,0.87616,0,0.00193195,0.000643984,0.00193195,0.000643984,0.00193195,0.000643984,0.00193195,0.000643984
13,18.5049,0.37574,0.62197,3.2902,0.88609,0,0.01753,0.84264,0.19397,0.18419,0.01829,0.85016,0.19522,0.1858,0.41856,0.61047,3.24816,0.8746,0,0.0020948,0.000698267,0.0020948,0.000698267,0.0020948,0.000698267,0.0020948,0.000698267
14,19.7752,0.35761,0.62289,3.25851,0.86994,0,0.01558,0.86802,0.21712,0.21,0.01558,0.86802,0.21628,0.21031,0.42131,0.65318,3.18651,0.87641,0,0.00225758,0.000752528,0.00225758,0.000752528,0.00225758,0.000752528,0.00225758,0.000752528
15,20.8725,0.38279,0.59507,3.16461,0.89016,0,0.01426,0.86802,0.21956,0.21242,0.01426,0.86802,0.21854,0.21304,0.43391,0.65682,3.13283,0.87605,0,0.0024203,0.000806767,0.0024203,0.000806767,0.0024203,0.000806767,0.0024203,0.000806767
16,22.1439,0.37952,0.55114,3.10329,0.89348,0,0.01347,0.86802,0.27205,0.2643,0.01377,0.88588,0.27124,0.26495,0.47521,0.62372,2.97072,0.89394,0,0.00258296,0.000860985,0.00258296,0.000860985,0.00258296,0.000860985,0.00258296,0.000860985
17,23.2566,0.36515,0.48832,2.90553,0.8903,0,0.52639,0.23649,0.31898,0.3102,0.52008,0.24051,0.31827,0.30926,0.48972,0.6063,2.86684,0.89924,0,0.00271836,0.00090612,0.00271836,0.00090612,0.00271836,0.00090612,0.00271836,0.00090612
18,24.6319,0.36001,0.42083,2.88362,0.87698,0,0.56206,0.26372,0.33146,0.31834,0.56206,0.26372,0.33083,0.31455,0.51173,0.58719,2.63416,0.9132,0,0.00271782,0.00090594,0.00271782,0.00090594,0.00271782,0.00090594,0.00271782,0.00090594
